"","Activated_B_cell","Activated_CD4_T_cell","Activated_CD8_T_cell","Central_memory_CD4_T_cell","Central_memory_CD8_T_cell","Effector_memory_CD4_T_cell","Effector_memory_CD8_T_cell","Regulatory_T_cell","T_follicular_helper_cell","Type_1_T_helper_cell","Type_2_T_helper_cell","Type_17_T_helper_cell","Activated_dendritic_cell","Immature_dendritic_cell","Plasmacytoid_dendritic_cell","Macrophage","M1_Macrophage","M2_Macrophage","Monocyte","Natural_killer_cell","Neutrophil","Mast_cell","Eosinophil","MDSC","Natural_killer_T_cell"
"MT1G",0.353382201569479,0.575053519244839,0.352797197369177,0.467713744663908,0.330090993458758,0.455222764505202,0.359874476199732,0.252755839755512,0.328749626875058,0.298160471048212,0.483919291882688,0.466780177024099,0.128162572915935,0.454430644947318,-0.156386202495691,0.533998217103794,0.451941138048673,0.651422519724979,0.65649004704545,0.470677483244879,0.420874671558168,0.146308829112666,0.492991565843821,0.569323421922104,0.241843666585258
"GLS2",0.320483624509315,0.548686295244115,0.258650551750153,0.40934372940222,0.236979066218369,0.421280989625419,0.292970748503629,0.186380284010907,0.158510438124838,0.203393400544922,0.380295829532053,0.476280641631019,0.00578888366158474,0.37945267099576,-0.340218307427877,0.46235370593041,0.29053665972516,0.670645588644565,0.620669340139827,0.396759464470463,0.293129115887242,0.139182616027321,0.473497834308202,0.620147515772506,0.19757781331168
"ASS1",0.348928405219715,0.57882137412887,0.315125884347168,0.454506111747211,0.296250243203974,0.448846883100997,0.339132309586081,0.238648321694655,0.225851627288204,0.268890086266006,0.425787025292083,0.524165356415262,0.0660223288890308,0.422712425237545,-0.245602015067506,0.494559521637634,0.330840815160549,0.675389207800952,0.660355434612312,0.442258976265998,0.356279579165094,0.183458998117395,0.500596660214506,0.595956255150684,0.207781948087506
"SQLE",-0.373741201479091,-0.552288273264663,-0.364511922701606,-0.486152406763746,-0.371486548778276,-0.494243171740241,-0.409093036855298,-0.241040667460778,-0.275402627725886,-0.313782035766201,-0.442156653106055,-0.445629672510354,-0.156337374519772,-0.457967910841167,0.0916459723075995,-0.514372264439909,-0.382748869714126,-0.581340925561359,-0.677856454409576,-0.509616592858211,-0.346338473333503,-0.216687481309718,-0.479577314778312,-0.495442328217053,-0.315599535555013
"KIF20A",-0.377037154881009,-0.547672759777433,-0.305830540737252,-0.503665513587467,-0.343855982015012,-0.486398238195521,-0.377410586021297,-0.198716386826548,-0.300809702788644,-0.237878239455391,-0.453477655666345,-0.523628534560696,-0.110541266603945,-0.456955611542722,0.190338761786191,-0.512876617788934,-0.35673086285281,-0.629369733030372,-0.70017128025347,-0.489013519698645,-0.337688041104464,-0.203740547180324,-0.50802214717749,-0.497753247586735,-0.27186132866951
"ACSL4",-0.297405443016041,-0.507748234022414,-0.244275645453586,-0.356201694191607,-0.207105643360625,-0.374883870819987,-0.271294037807339,-0.259546702592905,-0.27665061751873,-0.22286191859316,-0.434566187926284,-0.523403445355223,-0.0516429447484408,-0.369283218354491,0.215285905371273,-0.504647567006072,-0.35969186268671,-0.605604337755395,-0.622793553037985,-0.367950691947668,-0.336345081622141,-0.131414540529662,-0.525249490842484,-0.505192020463648,-0.120373982843085
"STEAP3",0.352669695449246,0.52219172234054,0.339323706476096,0.477339969331784,0.351952783041264,0.497902822497521,0.389709822725939,0.221477673741862,0.300048308833392,0.254201580255917,0.408584499136725,0.487581036039125,0.115141573401897,0.442925203213752,-0.246047511231092,0.447742523549258,0.341721433688833,0.605691534222453,0.687482222504425,0.429019844978308,0.346922230687194,0.164799826891814,0.499646909761705,0.537677910216227,0.260586811363075
"EZH2",-0.359911303762546,-0.576819565300489,-0.315110985540813,-0.481256808215932,-0.316686461715411,-0.458799898684602,-0.346271812163052,-0.226762660220981,-0.307584355873451,-0.229409298494454,-0.454064303772157,-0.555164727061171,-0.0976461826042033,-0.496382845204678,0.206208580240971,-0.547291468827383,-0.404625610103454,-0.650438929438608,-0.722256886869615,-0.515764470857132,-0.384856190307935,-0.219682939589383,-0.531343792010773,-0.549701249598752,-0.271064473339996
"GMFB",-0.428011891927629,-0.601473332802244,-0.295194777013242,-0.443586007627424,-0.299538625485108,-0.38363395472806,-0.289354840258155,-0.354214493887667,-0.331354658428877,-0.394217343992134,-0.616439861106329,-0.542340185592351,-0.0823388841102157,-0.507289897216326,0.215708710336494,-0.3766155734195,-0.412492115351724,-0.506059926516863,-0.561698179105668,-0.391045044713209,-0.330920140559188,-0.252366874602075,-0.586506538829141,-0.511818662399073,-0.182631904051915
"MELK",-0.333756481052552,-0.534718901486725,-0.337487813849308,-0.498803888510053,-0.356107769777964,-0.475598376592504,-0.381297241321489,-0.173549918145635,-0.288629649173656,-0.231608994540753,-0.465743987398541,-0.498863516241512,-0.0933091224081684,-0.521684955601936,0.202279720896908,-0.5213075763927,-0.357269302479751,-0.624680549765113,-0.699020133894396,-0.514565858763638,-0.335763686892918,-0.256373939027466,-0.467850257277953,-0.491348907046356,-0.296962658678068
