"","Cisplatin_1005","Gefitinib_1010","Axitinib_1021","5-Fluorouracil_1073","Sorafenib_1085","Oxaliplatin_1089","Erlotinib_1168","Gemcitabine_1190","Lapatinib_1558","Oxaliplatin_1806"
"GSM363014",3.68269101488955,3.38504405348184,3.33930819988521,4.86621678882684,2.99814058951559,4.24031224494134,2.88711766708012,0.562682377575693,3.22304738673691,5.53888897486063
"GSM363015",3.29838909774051,3.39443627981978,2.96905417385678,4.82264696269506,2.92277818741951,3.85703928814503,2.93618414013579,-0.591801475650906,3.34479048321444,5.08377177212927
"GSM363016",3.82491231072641,3.51502075636002,2.85001573727964,4.68871705759201,2.66599841841991,3.96079107241781,2.82537746786971,0.650963488233251,3.63419545338454,5.40036919701407
"GSM363017",2.53016461358729,3.09930156567201,3.3306686054081,4.27882921563352,2.64112725757488,3.7322445602557,2.39533520509104,-1.09920487646486,3.0487203322015,5.05142820790256
"GSM363018",3.06972816313484,3.1609618200441,2.95706943340811,4.45691579017075,2.62394656638075,3.43289885696272,2.67775661153365,-1.60755402451569,3.05583642342214,4.7222109715083
"GSM363019",3.33316606131995,2.94137154804814,3.48312044360815,5.27980665469203,2.80436654975746,3.68144809036885,2.23069375430579,-0.751196410291732,3.16287557671349,4.76069309340065
"GSM363020",3.55146670816485,3.08396971788505,3.09495444464032,4.8016912356033,2.49930456914954,3.57728520214466,2.478009954431,-0.715432290856266,3.14215097586059,4.91211523667095
"GSM363021",3.16611695819588,2.78195739225836,2.87761516663114,4.77154626528535,2.55206613220162,3.37263828176947,2.29235545832259,-1.00123833211424,2.81435003297737,4.49257152433971
"GSM363022",3.30342505073199,3.04757865103681,3.1639193653291,4.67116391919388,2.61113818982936,3.5570312760479,2.33610405763166,-1.0470091824429,3.33220964694649,4.7601165969152
"GSM363023",3.4381536661305,3.06050101670684,3.16031490201231,4.89345488663441,2.5265765380297,3.61976069419689,2.58392610456622,-0.2095813751681,2.75212706163321,4.69045359111561
"GSM363024",2.838489634241,2.95919844489166,3.04248490231836,4.12122984209211,2.37946379938044,3.21964978368647,2.3729082738874,-1.90234847054455,3.11079300751183,4.63528730504629
"GSM363025",3.27908160092898,2.99501406606676,2.72914791765642,4.31853056380301,2.32229942604759,3.40643945210358,2.50773504581261,-1.22045573238383,3.10803526667573,4.70020307815026
"GSM363026",3.27570061034099,2.96901927237554,2.76851579909756,4.52851734988996,2.39760087129744,3.41421016574637,2.42627334360319,-0.944374529097011,3.07547332733378,4.73911434590486
"GSM363027",2.63951120862743,2.91930280177308,3.19781470532425,4.23942273287265,2.39192079587538,3.16794590720789,2.18296121216913,-2.15838985115385,3.23624560817683,4.4614842386137
"GSM363028",2.59112415904603,3.08120242152301,3.09293159115884,3.7702635992002,2.53909581075816,3.05797657433442,2.44083997509209,-2.03033323218625,3.06997850329726,4.33931704472955
"GSM363029",2.07304512373204,3.27668702140845,2.44451767901589,3.9498088379473,2.34930263559488,3.38370601273097,2.50804239619263,-1.9569412129195,3.39078798846599,4.60554250095899
"GSM363030",2.97648620886434,3.22910397290964,3.07301153844316,4.86834320542315,2.87262363687527,3.7827559385512,2.66855931128577,-0.47654470592155,2.89835507410436,4.9770001618932
"GSM363031",3.2768214539278,3.33656427508826,3.34508105603454,5.08803007723557,2.98927035768168,4.14756998075178,2.58432837903123,0.281955272538627,3.78785503170604,5.40203046677091
"GSM363032",1.91812473835374,2.83309990435378,3.07546886916695,4.23103506040127,1.81941172124119,2.9703587133028,2.31040715895756,-2.79969202669679,2.66595671133279,4.46209358658218
"GSM363033",1.97660161580074,2.67279303340385,2.80452243109231,4.367130422514,1.84803196135778,2.94587898049961,2.14181644229218,-1.27105699451344,2.56641565476148,4.24833880176211
"GSM363034",3.5817307729898,2.93156175046363,2.6008138108257,5.75557075483725,3.16985745333623,4.6720191927682,2.41384477243265,0.869904887748003,3.261412932899,5.77956415721368
"GSM363035",3.39917959446276,2.85188008117017,3.26003569387886,4.82670319922896,2.61512481234656,3.65753731257178,2.41034718859451,-0.428640403070458,3.05447517372501,5.00895512885954
"GSM363036",2.36952302402661,2.90186102065219,3.53366841578305,4.79194203955625,2.53003804788721,3.78886914603504,2.60013818597547,-1.9856434978518,3.1104658985222,5.405117261928
"GSM363037",3.33152008229962,3.56791797763171,3.36345222484277,5.21789213633712,2.37034638012599,4.41834386631068,2.51251745589429,-0.258113849055102,3.36830117999488,5.57696483273245
"GSM363038",3.02601875717746,3.50008373504165,3.03414931430951,4.59099254765485,2.79127353373257,3.7301852682142,2.541004438155,0.311871721602514,3.93491935818323,5.67135612331374
"GSM363039",5.14941277089759,3.20270142053203,3.30584551594666,5.46093979327322,2.92764296856077,4.66315299207598,2.68214436609276,3.71286538114734,3.43286828341898,5.98442323815664
"GSM363040",3.03861631296988,2.76954870791501,2.867794875126,5.62948637733407,2.51292570482686,3.70478798791995,2.01195554459664,-0.893342112055895,3.10030509878724,4.63172935687506
"GSM363041",3.15840693360844,3.0456237530614,3.83855720262363,5.07118854860336,3.83728509222176,4.56365156949265,2.53454457242652,-2.06333060730055,3.07211742209837,5.41553493632418
"GSM363042",3.01832772254352,3.04565961653267,3.37921948139248,4.95245861062541,2.77198211239713,3.62980752518885,2.35825984818037,-1.14544654224866,3.3140683964445,4.75395511607566
"GSM363043",2.48673684267,2.97864952717688,3.30382702517747,4.6141295552864,2.57875759143823,3.40721569177711,2.33544870742284,-2.29870517141941,3.21275031454008,4.72855033558698
"GSM363044",3.21249216749598,3.23077713555974,3.11351360263275,4.96112915807239,2.57039437823333,3.5912642224169,2.5429488974409,-0.663131962150877,3.18168968804115,4.83184596574502
"GSM363045",3.83290834507992,2.0999879192883,3.03726031552875,6.86027830714584,2.55963059579151,4.37202548596963,1.66182045418068,-1.41971149485758,2.15172104841214,4.42049791949293
"GSM363046",2.99981792810089,2.92571794865512,3.33226339616148,4.99255418068495,2.73271111026791,3.51139672889166,2.2184605685427,-2.00314541793186,2.93825781347737,4.54091792165698
"GSM363047",3.61027636459367,2.95299455810019,3.09752393616454,5.01019707359353,2.64566297856092,3.62890684656131,2.39981355157472,-0.763133360627985,3.01267615582352,4.81783536795514
"GSM363048",3.99207390525873,3.97376542618458,3.00310034780627,5.52643280878683,2.92832090784508,4.94576688862018,2.9972335558587,1.36139122973525,3.39195950799955,6.48246866157993
"GSM363049",2.9788172924916,3.42659644277042,3.37370128998053,4.38689644428425,2.57507099100299,3.41963808547919,2.72860415888924,0.131727099176886,3.35222863002744,4.71224835324973
"GSM363050",4.41120527491667,3.51027184887127,3.21299122749039,5.70343109931193,2.68761938816214,4.36753604419755,3.15160670589801,1.02957070020649,2.83163171895979,5.11707782256111
"GSM363051",3.09462660538088,2.74616965695422,2.6212394465933,5.99738292705102,2.69614650261735,4.08491459863906,1.88304400216834,-0.197995550439994,3.12372945638822,5.09338530485994
"GSM363052",2.60013879836522,3.06320876233619,3.30710791976104,4.39212308262751,3.1358860239616,4.1396569855566,2.14242766032785,-2.07324873385079,2.58434900163087,5.06181965428708
"GSM363053",3.13117360819245,2.89906064273944,2.69991822731903,5.20384161398517,2.57958839411745,4.13920557173477,2.24270358689916,1.05101053574029,3.28315571833505,5.41453203060202
"GSM363054",4.02049186667843,3.55521660610448,4.17719321933891,6.10481670560084,3.0294694281445,4.48769020659381,2.88322498997373,0.152434885475816,3.92091943954634,5.12807240234307
"GSM363055",3.91981616661316,2.89757193875631,3.51872096493475,5.83969165157831,3.41754035967574,4.6751425179329,2.63680999015421,-1.27604157818303,2.27124351790045,5.42789490712649
"GSM363056",3.77304873262394,3.22648793218361,3.87198027588258,5.61549942488275,2.92938683663113,5.18110274149639,2.68102083665432,1.50986986020637,3.12079852111272,6.57003120360188
"GSM363057",3.95815960503804,3.51517297392924,3.04389537178535,5.19898125386126,3.15932207146678,4.12873575059678,2.82479587970112,0.104956477538578,3.42999944005888,5.56318295748887
"GSM363058",2.71599936242856,2.72897775142077,3.13824646991045,5.65810977265123,2.76361603394144,3.90668994473491,2.03515605062481,-1.29541901787965,3.20053354781175,4.79334056145314
"GSM363059",2.70573658874938,2.80917847146756,2.89635999275628,4.03857995029996,2.35860529396195,3.12314021032094,2.33248454825247,-1.5960332226054,3.1255540643058,4.44268856584166
"GSM363060",3.19455344136007,2.89976488217618,2.945514702794,4.89453870402027,2.68799901161797,3.60322410909557,2.28764295040367,-1.53879625953438,3.07719316328743,4.61659419884094
"GSM363061",3.35008817263832,3.1085352684166,3.02741790035949,4.89616578527896,2.64378458503743,3.59857512884475,2.54481470506774,-1.06676202947418,3.18759250034362,4.8179993024116
"GSM363062",2.9390033032029,2.8145839077735,2.92560569753443,4.54895307932296,2.52582811362788,3.40797726672107,2.24747709269004,-1.60273145019868,3.08811208226597,4.75683101578232
"GSM363063",3.14662883748374,2.60619446673156,3.45618868296368,5.8739318294879,2.90284774666923,3.75650221387239,2.01409146404413,-1.08021425034098,2.89991185841505,4.63727476409551
"GSM363064",3.31599147251633,2.7065428402413,2.94928399636476,4.92381018760195,2.60883817082249,3.72730311880998,2.06799242421304,-0.657883411033511,3.22984758653218,4.88457950575327
"GSM363065",3.37545225279407,3.06832269009755,2.9375582867345,5.00280049313844,2.50937663821792,3.51484460098783,2.56326688344015,-0.827982420009372,2.98681147556406,4.75215442327952
"GSM363066",3.35425680824958,3.16749609726603,3.34374160127614,4.96019054549072,2.61228551953387,3.54753369417522,2.6997775668052,-1.24498784466779,2.99175180981701,4.56588853121707
"GSM363067",2.85488831669259,3.17168027871411,3.06829564040146,4.0790957336795,2.45698239836539,3.29286740734936,2.4886308279046,-1.62975022838033,3.20977138303774,4.6230760873614
"GSM363068",2.64189215073178,3.17766932972305,3.06443983014159,4.12710355418815,2.53680547791183,3.16955535477417,2.47894926512425,-2.09466166446208,3.27665857532585,4.4807136843089
"GSM363069",3.86092082847373,3.08383743462766,2.96094353048415,5.17521180743787,2.50450836383185,4.25103826816941,2.62637475316444,1.96896545760894,2.79847795645206,5.5361989958735
"GSM363070",2.00395895417285,1.86887673003325,3.41962288609315,3.86404731392908,2.14973027886332,3.23715838965578,1.79283346738253,-1.94034289790445,1.7441915227348,4.75353510426421
"GSM363071",3.70230261097377,3.40189570109518,3.20031783769968,4.55191185269541,2.55361191695259,4.34550773902311,2.59980134101106,0.0301158269996362,3.17171422293406,5.63335300893812
"GSM363072",2.01472733583899,2.94699259479834,2.76589739011967,4.1342631121199,2.20519244813085,3.01564585664179,2.34026368088184,-1.88232447806043,3.04629293515811,4.39268961888422
"GSM363073",3.20942674935421,2.49574016379355,3.16612291427755,6.15362796952901,3.1736720439686,4.29133899190378,1.82650414716187,0.00879180232498328,2.74162389355022,4.98993753212011
"GSM363074",3.86690359706535,3.41351077869273,3.51693354348095,4.9257128127811,3.10354978025785,4.06675373689331,2.80856659204742,-0.213741966039314,3.17038430618805,5.24949306108132
"GSM363075",3.3633920842017,3.50728038396778,3.25276151249498,4.4265992387687,2.61785758057464,3.97570915966663,2.67872523572048,-0.40855601421812,3.08614396905308,5.16061484223901
"GSM363076",3.07572682403105,2.66472825633785,2.97303324327936,6.18563902990681,3.24445779173418,4.79352844646139,2.15550709921274,0.606144307302547,2.92125856041889,5.15003742487446
"GSM363077",3.4649775142135,3.63689231387668,3.85468915445707,5.20535652265957,2.46505768956247,4.0073711221688,2.99828989809862,0.138716112628911,3.30559432759691,5.32479409019734
"GSM363078",3.55181401173388,3.34993420094291,3.32905147738134,5.18817627994858,3.00426020150844,4.16976100588679,2.63505912230514,-0.0762810873449267,3.53444123167397,5.69877964845897
"GSM363079",3.49144873129181,3.49501677126792,2.89521329747264,5.13442316254349,3.07561454307103,4.25502553566268,3.08328785490401,0.833666066277978,2.9088997653,5.20480939502959
"GSM363080",2.52595679399189,2.82265708760652,2.47709660149959,4.65206044304701,2.56948018491933,3.8435451122496,2.33870101584319,-0.88569389271936,2.3394590379097,5.15764381282113
"GSM363081",2.84298159186215,3.07912634599148,3.01079458951968,5.09754099616147,3.16271130394401,4.10029278795647,2.74167084882161,0.574241473584878,3.0880887152298,5.19752270080942
"GSM363082",3.8992748446955,3.46167229547509,3.55877970921632,5.44287790124749,3.11444488380058,4.71927104520999,2.60475084638283,2.17146888848089,3.29281537331811,5.5927381488584
"GSM363083",2.72516308526335,3.35917602173866,3.75132878038187,5.08856884535494,2.44536457401034,3.49529158931752,2.60335967819333,0.125018383039989,2.34906256002438,4.47815036351673
"GSM363084",3.27992638434651,2.93182741899656,2.92853206251579,4.20625695601352,2.46306091815549,3.47548839220985,2.37150873266842,-0.42906862792068,2.75463748267429,4.79569375026036
"GSM363085",2.39850749177998,3.2586843865883,2.79088628828462,3.79001927091102,2.30961548332749,3.13796424918568,2.79763122453095,-0.673350814158647,2.92853129333161,4.42614608741251
"GSM363086",4.19815845068165,3.52782172393725,2.51524224459946,5.11683550665788,2.81472193315213,4.30722751211241,2.73766293923316,1.97780687971595,3.55359997885033,5.46478470550836
"GSM363087",3.36296404153959,3.47291523649123,2.85608980033404,5.69168107866534,2.88534070059382,4.25036374681034,2.46702990778249,0.0622905014103945,3.3449963553392,5.17187878013745
"GSM363088",1.7875228374039,3.36832263081146,3.76172661150988,3.9567085144029,3.2252321630576,4.16426836381586,2.71316096443747,-2.79964482528946,3.53135562667295,4.7213080710019
"GSM363089",3.41916751295676,3.15199563286046,2.78268852934531,4.60077665336523,2.61640209712773,3.35936861551412,2.51774503121779,-0.862597690140418,2.99886785634916,4.53038352570785
"GSM363090",3.41918138251141,2.98026205512927,3.04060254032804,4.51007561552235,2.54127289732937,3.41032615193462,2.5112001599889,-0.642185936860528,2.95686995920723,4.68753271279735
"GSM363091",2.64146032520603,2.8387976726938,3.0389699002542,4.14003139092058,2.39817417970781,3.19835936562197,2.45199191061293,-1.7599239179513,2.96142844171205,4.4325939322317
"GSM363092",3.23413108621752,3.06443686809727,3.09129017662789,4.77584003479032,2.61209966036794,3.58555365760978,2.68420866691332,-1.56319202356461,2.75919746670459,4.71167413153157
"GSM363093",3.33537180145037,3.13365166963694,3.01946502283832,4.80195962220437,2.62341439587374,3.46373657572657,2.58419444519806,-0.585022123943504,3.0099906194803,4.55714096470757
"GSM363094",3.88695645209098,2.98033029762848,2.79992972913724,4.77430850158,2.53785768900811,3.54617545031421,2.50273726615901,-0.153453423621875,2.91864154446747,4.65430790947096
"GSM363095",2.58780981669999,3.12373356693762,2.97049218386819,4.23304262133473,2.50430544850269,3.1670480392906,2.49123122788873,-2.80998768688141,2.88598195201173,4.25249785781079
"GSM363096",2.69992891857285,2.99763501288703,2.85011754022288,3.94296793369631,2.38199486110143,3.05756630239003,2.37430993005484,-1.60910705107468,3.18541053539258,4.38858549442572
"GSM363097",3.1879568024323,3.08481422235408,2.76357027734682,4.1618071964829,2.38358018560341,3.20829559512004,2.37539679388981,-1.05047683062917,3.23952970295676,4.48380290081524
"GSM363098",2.6331651066751,3.12766575111837,3.08017276816845,4.91647260504221,2.65192200048453,3.81875259064817,2.34207875179553,-0.764763716295785,3.33483303394698,4.89608897164025
"GSM363099",2.52709806749124,3.19025415036586,3.10986149080601,5.06443156022504,3.30535248927012,4.11476946154407,2.22123718624238,-1.67264638473811,3.34056849454338,5.00113226216145
"GSM363100",3.26840311497239,3.66072005266915,3.35941421352272,5.81247756005403,3.30395601497175,4.77639218520768,2.58423790138395,0.323988698412323,3.40646589366929,6.0054352380841
"GSM363101",3.24223112827316,3.09534300635705,3.34896579286323,4.65889327789208,2.25784721539377,3.59345223347594,2.59486103228754,0.0650402820784473,2.61212651858399,4.90770479669976
"GSM363102",4.09297493119384,3.58289755406757,2.47798839598066,5.45440976461816,3.22006156299868,4.87707930682338,2.88641452281941,1.14736346830485,3.57135897902526,5.98717034735358
"GSM363103",2.05582936035201,3.05866343060457,3.00510513844222,3.60176872430981,2.34013949679279,2.74098318483949,2.40814013558051,-3.09220967335286,2.90505697703094,3.96463015610686
"GSM363104",3.63690667533995,3.38627097479734,3.1109996197569,4.89940580176321,2.80368520691881,3.94023333538398,2.68919184850499,0.434527413085794,3.04978104559547,4.99386940858246
"GSM363105",2.89654987331678,3.22490045496628,3.00461603959482,4.0049189523795,2.71032285456091,3.45777586829387,2.67651257773286,-1.07353765222558,2.68054627205773,4.61897664936434
"GSM363106",3.6321766391518,3.32743006339678,3.53595848603807,5.60206268163796,2.843750715778,4.37208351846631,2.62120110637751,1.21425796878603,3.13710203940158,5.6003372297843
"GSM363107",4.64898058186683,3.80434789368579,3.21263244876489,6.02182030826445,2.63580960126884,4.81249108733524,2.98579828235443,2.86920116136548,3.49703956715513,6.05349308317106
"GSM363108",3.20405397479663,2.95660384394266,2.73454212022692,4.62102996358022,2.78040229631784,3.82507988109129,2.46631893770028,-0.315876703732907,3.15087837228681,5.22423729120364
"GSM363109",4.79919403696254,3.66133883816319,2.67837536671634,5.93856849403549,3.12646418267073,5.03371307746883,2.80547204517382,2.23885563590609,3.48778167755577,6.34510699871521
"GSM363110",2.82913110840484,2.76916231913752,2.86762612682443,5.19181904843536,2.76151149887796,3.37647246975812,2.14541114086049,-0.98927944675211,2.76420219211433,4.26979872399223
"GSM363111",3.2910213538831,2.75787549919996,2.54254702542176,5.12241453642365,2.70921774982115,3.72910094390118,2.18744688628557,-0.705042148371702,2.98083943919327,4.66373575915148
"GSM363112",3.27150055308468,2.97655496554462,2.7107637470719,4.564147134834,2.49590588572387,3.53929641665718,2.37200447483785,-0.62348640072467,3.24786909176051,4.79650234146893
