"","Activated_B_cell","Activated_CD4_T_cell","Activated_CD8_T_cell","Central_memory_CD4_T_cell","Central_memory_CD8_T_cell","Effector_memory_CD4_T_cell","Effector_memory_CD8_T_cell","Regulatory_T_cell","T_follicular_helper_cell","Type_1_T_helper_cell","Type_2_T_helper_cell","Type_17_T_helper_cell","Activated_dendritic_cell","Immature_dendritic_cell","Plasmacytoid_dendritic_cell","Macrophage","M1_Macrophage","M2_Macrophage","Monocyte","Natural_killer_cell","Neutrophil","Mast_cell","Eosinophil","MDSC","Natural_killer_T_cell"
"GSM363239",3.6667,3.842,3.974,4.50625,4.452,4.55483333333333,4.341625,3.599,4.43875,3.41633333333333,3.38095833333333,3.99066666666667,4.18183333333333,4.103,4.674,5.25816666666667,3.5599,6.225,6.9185,3.80864583333333,3.918375,4.221,4.24366666666667,5.047875,4.57708333333333
"GSM363240",3.9573,3.9204,4.58425,5.05,5.211,5.57416666666667,5.507625,3.59,4.244625,3.71233333333333,3.41954166666667,4.3045,4.13308333333333,4.21133333333333,4.52016666666667,5.87333333333333,3.4972,7.31875,8.053,4.1995625,4.08925,3.89031666666667,3.94066666666667,5.82275,4.78241666666667
"GSM363241",4.14225,3.9784,4.34475,4.78975,4.67725,5.159,4.8655,3.6635,4.11175,3.68466666666667,3.42325,3.83983333333333,3.99366666666667,3.76566666666667,4.3795,4.04544444444444,3.6385,6.01683333333333,5.1205,3.9656875,3.981,3.82071666666667,3.79522222222222,5.611875,4.61558333333333
"GSM363242",4.17325,4.1144,4.729,5.436875,5.52075,5.9535,5.71775,3.71916666666667,4.439375,3.80933333333333,3.42554166666667,4.26266666666667,4.28391666666667,4.36733333333333,4.66816666666667,5.62361111111111,3.7107,7.17583333333333,8.1585,4.2370625,4.252375,4.05681666666667,3.97011111111111,5.847375,5.01608333333333
"GSM363243",4.01725,4.042,4.77625,5.48325,5.77475,6.10683333333333,6.082625,3.75933333333333,4.40275,3.75266666666667,3.47170833333333,4.14483333333333,4.518,4.411,4.43466666666667,5.80152777777778,3.6242,7.11258333333333,8.281,4.42422916666667,4.3345,3.88808333333333,4.52,5.898125,5.05641666666667
"GSM363244",4.40865,3.998,4.86375,6.05075,6.30225,6.64566666666667,6.54975,3.51,4.342875,3.80133333333333,3.50170833333333,3.9325,4.49083333333333,4.756,4.45766666666667,5.70047222222222,3.6283,7.06916666666667,7.9845,4.5896875,4.3795,4.13586666666667,3.87288888888889,5.945875,5.47291666666667
"GSM363245",3.67545,3.9513,5.889,4.737,5.154,5.54516666666667,6.070125,3.60233333333333,4.323875,3.67333333333333,3.22375,3.8805,4.489,3.83366666666667,4.32383333333333,5.69163888888889,3.6074,6.63791666666667,6.8,4.27270833333333,4.249,3.70493333333333,3.37288888888889,5.34775,4.6955
"GSM363246",3.8875,3.9313,4.8295,5.2685,5.337,5.64833333333333,5.642,3.49866666666667,4.201875,3.673,3.34208333333333,4.0195,4.32175,3.941,4.639,6.39813888888889,3.8928,7.65016666666667,8.4355,4.60389583333333,4.76925,3.94421666666667,3.87044444444444,5.872625,5.08441666666667
"GSM363247",3.8868,3.7507,4.0385,4.36325,4.32775,4.647,4.45725,3.635,4.16725,3.588,3.302375,4.05966666666667,3.91933333333333,4.04166666666667,4.35916666666667,5.41458333333333,3.5648,6.84125,7.081,3.82710416666667,3.775,3.82685,3.90677777777778,5.572125,4.33358333333333
"GSM363248",3.73425,3.8549,4.57,4.796875,4.7715,5.6075,5.3695,3.49566666666667,4.117875,3.59,3.32941666666667,4.33516666666667,3.97491666666667,4.39566666666667,4.30266666666667,6.121,3.5457,7.5885,7.8885,4.3185625,4.145625,3.8405,4.11788888888889,5.790125,4.83041666666667
"GSM363249",3.75245,3.7858,4.02775,4.32975,4.21075,4.6715,4.416625,3.68916666666667,4.450125,3.52933333333333,3.38870833333333,3.888,4.10333333333333,4.04866666666667,4.7515,4.36333333333333,3.5029,5.22425,5.4195,3.58814583333333,3.91575,4.80271666666667,3.665,4.750125,3.91541666666667
"GSM363250",4.09745,4.1254,4.62575,4.988875,5.055,5.71333333333333,5.597875,3.67133333333333,4.577375,3.73033333333333,3.55954166666667,4.47516666666667,4.32241666666667,4.40866666666667,4.44433333333333,5.21916666666667,3.806,6.9815,7.602,4.30652083333333,4.03825,3.90916666666667,3.86011111111111,6.077,4.87658333333333
"GSM363251",3.6717,3.7082,3.82425,4.29375,4.2365,4.06633333333333,3.9705,3.50016666666667,4.44575,3.44,3.24925,4.11133333333333,3.96808333333333,3.889,4.9255,4.339,3.5169,5.45225,6.674,3.69272916666667,3.860375,4.05328333333333,3.76088888888889,5.047625,4.09508333333333
"GSM363252",3.87495,3.8596,4.57825,5.043875,5.18425,5.57133333333333,5.600625,3.53433333333333,4.3475,3.6,3.50841666666667,4.18666666666667,4.3795,4.07033333333333,4.30833333333333,6.13641666666667,3.8056,7.50575,8.2355,4.46058333333333,4.291375,3.89271666666667,4.18955555555556,5.901625,4.83033333333333
"GSM363253",3.81335,4.0794,4.94225,5.250375,5.30575,6.17033333333333,6.104875,3.573,4.5015,3.59433333333333,3.375,4.245,4.16116666666667,4.213,4.26,6.64280555555556,3.7544,7.95266666666667,8.492,4.75560416666667,4.590875,3.9548,4.21722222222222,6.05725,5.09225
"GSM363254",3.82125,4.1326,4.346,4.863125,4.67975,5.737,5.230125,3.73066666666667,4.628125,3.626,3.521375,4.33233333333333,4.134,4.42,4.341,5.43494444444444,3.7523,7.03558333333333,7.817,4.23370833333333,4.367375,3.8342,4.25788888888889,5.905,4.82316666666667
"GSM363255",4.012,4.25,4.25625,5.016375,4.8305,5.58633333333333,5.073875,3.93683333333333,4.629625,3.68033333333333,3.51145833333333,4.59566666666667,4.21741666666667,4.31566666666667,4.34683333333333,5.6645,3.681,7.0575,8.2655,4.2378125,4.384125,3.95398333333333,4.20422222222222,5.835625,4.83708333333333
"GSM363256",3.83545,3.9831,4.319,4.87875,4.9295,5.32883333333333,5.180375,3.7555,4.408625,3.579,3.31533333333333,4.1485,4.28608333333333,4.206,4.383,5.25938888888889,3.9144,6.90041666666667,7.789,4.02922916666667,4.0715,3.76631666666667,4.04544444444444,5.84225,4.38508333333333
"GSM363257",3.8711,4.0384,4.4855,5.002,4.95675,5.85516666666667,5.590875,3.7335,4.36775,3.67866666666667,3.41754166666667,4.28233333333333,4.28225,4.436,4.3735,5.99458333333333,3.771,7.42175,8.323,4.4506875,4.287,3.96811666666667,4.07033333333333,5.869125,4.84925
"GSM363258",3.903,4.0449,4.45425,4.88525,4.9055,5.49016666666667,5.290125,3.759,4.415375,3.649,3.44833333333333,4.30966666666667,4.01716666666667,4.05033333333333,4.155,5.52286111111111,3.623,7.16108333333333,7.789,3.98033333333333,4.194125,3.88813333333333,4.10611111111111,5.722,4.45133333333333
"GSM363259",3.87855,4.1053,4.18975,4.87,4.675,5.28916666666667,4.876125,3.68766666666667,4.554875,3.739,3.4315,4.33233333333333,4.06016666666667,4.26933333333333,4.2215,5.82519444444444,3.6908,7.37683333333333,8.145,4.0841875,4.1845,3.92513333333333,4.06033333333333,5.854,4.56158333333333
"GSM363260",4.05935,4.0997,4.5245,5.252625,5.3995,5.93116666666667,5.7605,3.69066666666667,4.493875,3.64266666666667,3.499125,4.30216666666667,4.36925,4.547,4.49966666666667,5.90813888888889,3.8185,7.21991666666667,8.163,4.463625,4.289125,4.00016666666667,3.97722222222222,5.822,5.14216666666667
"GSM363261",3.83265,4.2799,4.14175,4.6935,4.3185,5.32666666666667,4.74375,3.9345,4.410375,3.581,3.49454166666667,4.58633333333333,3.87441666666667,4.34433333333333,4.63733333333333,5.67605555555556,3.6653,7.29441666666667,7.876,4.11458333333333,4.081875,3.85321666666667,4.07955555555556,5.9425,4.371
"GSM363262",3.8203,4.0997,4.05075,4.8105,4.52875,5.3,4.74625,3.755,4.445625,3.633,3.37729166666667,4.3005,3.90983333333333,4.23933333333333,4.46033333333333,5.60825,3.6238,7.26425,7.606,4.02383333333333,4.0695,3.84496666666667,4.07722222222222,5.927125,4.59533333333333
"GSM363263",3.7522,3.8599,4.049,4.390375,4.3575,4.5775,4.41625,3.56233333333333,4.32625,3.58333333333333,3.35875,3.99483333333333,4.07933333333333,4.20366666666667,4.43933333333333,5.41388888888889,3.5854,6.44641666666667,7.038,3.73533333333333,4.091375,3.86735,3.85588888888889,5.515125,4.56466666666667
"GSM363264",3.7783,3.8876,3.92575,4.417375,4.35825,4.56466666666667,4.411125,3.63133333333333,4.568125,3.66133333333333,3.391125,4.233,3.90333333333333,3.98266666666667,4.69583333333333,4.92797222222222,3.519,6.81316666666667,6.6515,4.0493125,4.137125,3.9341,4.00411111111111,5.8805,4.38008333333333
"GSM363265",4.38555,3.9839,4.77875,6.19675,6.623,5.84316666666667,6.042625,3.5935,4.388,3.61733333333333,3.38704166666667,3.9335,4.70983333333333,4.66866666666667,4.50166666666667,5.30897222222222,3.6219,6.23191666666667,7.7205,4.28129166666667,4.026875,3.72135,3.71655555555556,5.048375,5.38016666666667
"GSM363266",3.77165,3.8503,4.01925,4.729375,4.622,4.8745,4.46825,3.7175,4.150875,3.59233333333333,3.47820833333333,4.43716666666667,3.78883333333333,4.041,4.34016666666667,4.5455,3.6811,6.28975,6.151,3.696,4.150375,4.13211666666667,3.93922222222222,5.752375,4.36766666666667
"GSM363267",4.10155,4.1024,5.22825,5.4255,6.00475,6.08783333333333,6.697375,3.70283333333333,4.452625,3.724,3.40891666666667,4.23233333333333,4.33575,4.37166666666667,4.44483333333333,5.38508333333333,3.6101,6.98125,7.43,4.86308333333333,4.32,3.74851666666667,4.05744444444444,5.965125,5.48333333333333
"GSM363268",4.06385,3.8934,4.8995,5.10175,5.39275,5.597,5.79125,3.65033333333333,4.3315,3.76866666666667,3.31808333333333,4.045,4.135,4.12666666666667,4.45416666666667,5.04752777777778,3.7024,6.00133333333333,6.315,4.28264583333333,4.194125,3.95241666666667,3.69355555555556,5.220375,5.24175
"GSM363269",3.885,3.8445,3.74075,4.37125,4.18425,4.459,4.2415,3.64033333333333,4.3925,3.642,3.328,4.27866666666667,3.75725,3.70366666666667,4.10816666666667,5.66211111111111,3.4267,7.32533333333333,7.666,3.81427083333333,4.01425,3.8127,4.02588888888889,5.81275,4.19191666666667
"GSM363270",3.5163,3.6013,3.76375,4.135,4.01225,4.221,4.074,3.46416666666667,4.188,3.49233333333333,3.15629166666667,4.0195,3.9885,3.999,4.28766666666667,5.01836111111111,3.5709,6.82808333333333,6.9985,3.768,4.010125,4.71835,3.82388888888889,5.90575,4.01666666666667
"GSM363271",3.75595,4.2138,5.55275,5.343,5.838,6.66433333333333,6.921,3.84416666666667,4.336625,3.921,3.333375,3.81066666666667,4.86925,3.95866666666667,4.84683333333333,5.75455555555556,3.7182,5.55866666666667,7.3485,4.30172916666667,4.4925,3.98603333333333,3.55844444444444,4.887125,5.16908333333333
"GSM363272",3.5775,3.7066,3.96625,4.496625,4.43075,4.59733333333333,4.476375,3.47233333333333,4.387,3.53933333333333,3.28745833333333,4.243,3.99291666666667,3.97166666666667,4.49666666666667,4.939,3.6486,6.80825,7.4065,4.17395833333333,4.176375,3.5811,3.848,6.118625,4.65016666666667
"GSM363273",3.6862,3.6841,4.229,4.442125,4.6385,4.9715,5.083,3.57766666666667,4.221875,3.53966666666667,3.32945833333333,3.97733333333333,3.85775,3.928,4.45633333333333,5.33872222222222,3.5628,6.98041666666667,7.702,4.05589583333333,4.0055,3.76055,4.22144444444444,5.743875,4.50141666666667
"GSM363274",3.65855,3.656,3.86975,4.193375,4.106,4.05433333333333,3.903125,3.565,4.3875,3.54366666666667,3.29541666666667,4.21466666666667,4.008,3.81933333333333,4.69866666666667,4.07533333333333,3.4614,5.673,6.075,3.80197916666667,4.03825,3.70791666666667,3.65011111111111,5.328875,4.16841666666667
"GSM363275",4.07445,4.1432,4.6185,4.934875,5.0685,6.00616666666667,6.003,3.946,4.58875,3.74833333333333,3.51679166666667,4.39383333333333,4.30383333333333,4.35333333333333,4.24616666666667,5.60127777777778,3.909,7.20758333333333,8.2045,4.39858333333333,4.280125,4.03716666666667,4.16788888888889,6.0305,4.72
"GSM363276",3.8654,4.0657,4.40775,4.78075,4.726,5.37733333333333,5.08625,3.7635,4.52025,3.84566666666667,3.62245833333333,4.56066666666667,3.95516666666667,4.55766666666667,4.5845,5.70677777777778,3.5908,7.21058333333333,7.913,4.24525,4.2905,4.09821666666667,4.01022222222222,5.794375,4.70566666666667
"GSM363277",3.9264,4.06,4.4665,4.920375,4.894,5.31033333333333,5.094875,3.80066666666667,4.354625,3.913,3.53316666666667,4.30333333333333,4.08633333333333,4.371,4.51416666666667,5.50125,3.7776,7.08375,7.838,4.19191666666667,4.227375,4.1498,4.16655555555556,5.86825,4.63866666666667
"GSM363278",3.9981,4.2247,4.1615,4.935875,4.69675,5.20683333333333,4.7645,3.8145,4.698625,3.75866666666667,3.4765,4.5325,4.05558333333333,4.227,4.332,5.35655555555556,3.7615,7.01366666666667,7.9,4.14533333333333,4.437375,4.12271666666667,4.35555555555556,5.818375,4.416
"GSM363279",4.05655,4.1893,4.2335,5.089875,4.96325,5.7965,5.4185,3.88416666666667,4.459875,3.929,3.4965,4.2155,4.12933333333333,4.55433333333333,4.36083333333333,5.33788888888889,3.8032,6.95716666666667,7.993,4.37558333333333,4.42375,4.207,3.99422222222222,5.775875,5.015
"GSM363280",3.95195,4.2105,4.34825,5.142375,5.045,5.6855,5.42125,3.94183333333333,4.48575,3.677,3.49866666666667,4.231,3.9135,4.24633333333333,4.43683333333333,5.85797222222222,3.5729,7.38941666666667,7.7995,4.37160416666667,4.23675,4.0367,3.91611111111111,5.886375,4.95425
"GSM363281",3.93685,4.1816,4.32075,4.936375,4.89475,5.445,5.211125,3.852,4.4615,3.70633333333333,3.42991666666667,4.742,4.11216666666667,4.279,4.52366666666667,5.58475,3.695,7.09325,8.062,4.19408333333333,4.281625,3.99333333333333,4.24555555555556,5.81875,4.69366666666667
"GSM363282",3.88525,4.2419,4.80725,5.214,5.33375,6.3185,6.258375,3.61383333333333,4.5345,3.60833333333333,3.44491666666667,4.168,4.25725,4.51433333333333,4.40916666666667,7.05647222222222,3.7373,8.05091666666667,8.8505,4.74027083333333,4.928875,4.2128,4.18466666666667,5.94725,5.34091666666667
"GSM363283",3.8735,4.0588,4.2785,5.03475,4.86275,5.53666666666667,5.06,3.614,4.54125,3.69966666666667,3.34633333333333,4.63916666666667,4.16941666666667,4.57933333333333,4.48616666666667,5.60780555555556,3.7678,7.21116666666667,7.7945,4.0940625,4.212625,3.9869,3.99877777777778,5.9005,4.67975
"GSM363284",3.8066,4.1048,4.3195,4.83725,4.5445,5.47183333333333,4.973125,3.6865,4.3805,3.60466666666667,3.39425,4.51166666666667,4.212,4.20066666666667,4.52733333333333,6.00766666666667,3.8093,7.54425,8.126,4.293625,4.568,3.93201666666667,4.09666666666667,5.8435,4.7625
"GSM363285",4.0789,4.0422,5.30375,5.764,6.33975,6.874,7.21025,3.62333333333333,4.326625,3.935,3.38891666666667,3.924,4.26275,4.73366666666667,4.68366666666667,5.72080555555556,3.5754,7.08316666666667,7.9605,4.9073125,4.29325,4.3233,3.91411111111111,5.744375,5.82741666666667
"GSM363286",3.8396,4.0722,4.68625,5.35525,5.09925,5.908,5.574,3.6175,4.51875,3.70866666666667,3.38025,4.39216666666667,4.30908333333333,4.342,4.53283333333333,6.83186111111111,3.6541,8.02008333333333,8.7475,4.87625,4.91,3.91686666666667,4.22777777777778,6.059625,5.153
"GSM363287",4.09185,4.1307,5.3945,5.821875,6.05075,6.56333333333333,6.755125,3.63,4.571625,3.76533333333333,3.393375,4.37083333333333,4.552,4.254,4.67383333333333,6.969,3.8938,8.0565,8.8445,5.176875,5.121625,3.77571666666667,4.04166666666667,6.13125,5.5405
"GSM363288",3.8839,3.8957,4.1085,4.719,4.66425,4.97016666666667,4.698625,3.56583333333333,4.483,3.56166666666667,3.43245833333333,3.89116666666667,4.00108333333333,4.608,4.37566666666667,5.24705555555555,3.6149,6.87041666666667,7.0135,4.11808333333333,4.02775,4.45193333333333,3.92733333333333,5.911875,4.92766666666667
"GSM363289",3.95595,3.6845,3.8245,4.430625,4.273,4.25983333333333,3.98325,3.43916666666667,4.2015,3.54333333333333,3.271875,4.17716666666667,3.84491666666667,4.162,4.3975,5.14966666666667,3.4799,6.57675,6.156,3.80222916666667,4.086,4.32433333333333,3.674,5.439625,4.41841666666667
"GSM363290",3.8279,4.1773,4.1325,5.4,5.09375,5.12766666666667,4.63975,3.70366666666667,4.688375,3.786,3.44675,4.0235,4.26716666666667,4.17333333333333,4.47316666666667,4.50447222222222,3.6413,6.28116666666667,6.73,4.22260416666667,4.109375,3.87735,3.98222222222222,5.453,4.82191666666667
"GSM363291",4.1426,4.0508,5.094,5.215125,5.7635,5.8575,6.2955,3.68716666666667,4.44325,3.889,3.25475,4.053,4.40141666666667,4.20233333333333,4.73266666666667,5.32652777777778,3.5652,6.71158333333333,7.882,4.26720833333333,4.2155,4.01738333333333,3.78333333333333,5.722375,4.97416666666667
"GSM363292",3.68305,3.6964,3.7625,4.385125,4.24775,4.289,4.088875,3.6235,4.289875,3.60433333333333,3.33029166666667,4.23233333333333,3.83625,3.68233333333333,4.4125,4.38886111111111,3.5268,6.14458333333333,6.4215,3.77104166666667,4.02925,3.67646666666667,3.73877777777778,5.70975,4.04983333333333
"GSM363293",3.8574,3.8487,4,4.6245,4.48125,4.876,4.522,3.661,4.368,3.66566666666667,3.333625,3.98866666666667,3.97708333333333,3.928,4.58166666666667,5.51372222222222,3.5685,7.12841666666667,7.3225,3.92433333333333,4.107125,3.95836666666667,3.62244444444444,6.138125,4.478
"GSM363294",3.6595,3.7728,3.9025,5.044625,4.9195,4.8125,4.41775,3.46616666666667,4.5345,3.52066666666667,3.25170833333333,3.99033333333333,4.1545,4.344,4.97033333333333,5.23922222222222,3.5039,5.95716666666667,7.7565,4.01785416666667,4.0025,3.92245,3.53488888888889,4.990375,5.01791666666667
"GSM363295",3.88445,3.9103,4.1705,4.44175,4.4345,5.0925,4.972375,3.908,4.3205,3.59833333333333,3.576875,4.52566666666667,3.98291666666667,4.09366666666667,4.757,4.48280555555556,3.5779,6.26416666666667,7.5205,4.11116666666667,4.152875,4.2236,3.861,5.84775,4.426
"GSM363296",3.67465,3.5878,3.73925,4.122375,4.07725,3.93483333333333,3.84875,3.51416666666667,4.23175,3.35533333333333,3.22795833333333,4.25816666666667,3.988,3.646,4.55083333333333,3.78302777777778,3.4906,5.22633333333333,5.8965,3.66358333333333,4.0505,4.16355,3.58233333333333,5.05775,4.10766666666667
"GSM363297",4.0725,4.053,5.231,4.724,4.87225,5.76366666666667,5.75475,3.71066666666667,4.377,3.818,3.27716666666667,3.78033333333333,4.40283333333333,3.851,4.54083333333333,5.65402777777778,3.7111,6.49508333333333,7.356,4.0413125,4.544125,3.85178333333333,3.74377777777778,5.276875,4.71308333333333
"GSM363298",4.2007,3.9547,4.50325,5.664375,5.973,5.87016666666667,5.85225,3.61516666666667,4.482,3.68866666666667,3.25108333333333,4.00533333333333,4.54458333333333,4.44233333333333,4.76083333333333,4.76133333333333,3.5086,5.36075,7.033,4.36091666666667,3.98175,3.89131666666667,3.62544444444444,4.60225,5.611
"GSM363299",3.929,3.9254,4.18825,4.886,4.85125,5.18116666666667,4.918375,3.805,4.48475,3.752,3.38745833333333,4.1885,3.98683333333333,4.19033333333333,4.36466666666667,5.06016666666667,3.7306,6.81125,7.581,4.27270833333333,4.24475,4.29585,3.93122222222222,5.933875,4.71983333333333
"GSM363300",3.9248,3.9631,4.54725,4.96025,4.9615,5.707,5.474,3.51766666666667,4.2485,3.72833333333333,3.4275,4.36416666666667,3.89033333333333,4.48333333333333,4.44783333333333,6.01202777777778,3.6584,7.53958333333333,7.877,4.43333333333333,4.405875,4.15153333333333,3.84844444444444,5.922375,4.90666666666667
"GSM363301",3.79555,4.224,3.96075,4.8025,4.2655,5.36133333333333,4.6555,3.7985,4.2845,3.666,3.47133333333333,4.5705,3.95741666666667,4.068,4.39466666666667,6.22447222222222,3.7003,7.79016666666667,8.2495,4.13345833333333,4.553625,3.89598333333333,4.13377777777778,5.970375,4.35816666666667
"GSM363302",4.0848,4.1397,4.466,5.183375,5.3585,5.51383333333333,5.557,3.89733333333333,4.557625,3.77566666666667,3.48791666666667,4.0735,4.176,4.33733333333333,4.40566666666667,5.87,3.7329,7.2875,7.7495,4.32239583333333,4.2705,3.97261666666667,3.99611111111111,5.841125,4.77941666666667
"GSM363303",4.14,4.1723,4.58075,5.527375,5.39425,5.4065,5.18,3.69166666666667,4.51575,4.043,3.62383333333333,4.28816666666667,4.34466666666667,4.41466666666667,4.36583333333333,5.72980555555556,3.6331,7.23516666666667,7.9495,4.30647916666667,4.3475,4.09473333333333,3.89377777777778,5.890875,4.87975
"GSM363304",4.16405,4.0686,4.58375,5.3795,5.332,6.0235,5.715625,3.60616666666667,4.478375,3.94633333333333,3.54416666666667,4.32616666666667,4.38866666666667,4.45233333333333,4.64333333333333,6.16480555555556,3.8531,7.49016666666667,8.2035,4.47210416666667,4.313375,4.38581666666667,4.19466666666667,5.828125,4.99858333333333
"GSM363305",3.9072,4.05,4.22125,5.0815,4.86475,5.5405,5.022875,3.60116666666667,4.436375,3.77633333333333,3.43383333333333,4.23133333333333,4.16941666666667,3.91066666666667,4.71083333333333,6.09972222222222,3.7655,7.51741666666667,8.258,4.15916666666667,4.321375,3.99265,3.88444444444444,5.906625,4.643
"GSM363306",4.3977,4.3111,4.39525,5.337375,5.169,5.81233333333333,5.418875,3.9875,4.594375,3.88633333333333,3.555375,4.40683333333333,4.22583333333333,4.39433333333333,4.6305,6.00472222222222,3.8934,7.39866666666667,8.005,4.56314583333333,4.240375,3.98558333333333,4.02655555555556,5.958125,4.92475
"GSM363307",3.97685,4.1636,4.54225,5.39475,5.46875,6.25883333333333,5.981375,3.68566666666667,4.474,3.78933333333333,3.35383333333333,4.215,4.19541666666667,4.32133333333333,4.65083333333333,6.59608333333333,3.7655,7.78075,8.4665,4.4903125,4.6545,4.3313,3.80788888888889,5.879875,5.22575
"GSM363308",3.90335,4.1451,4.23025,4.70775,4.691,5.42816666666667,5.160625,3.85433333333333,4.67375,3.68433333333333,3.658875,4.533,4.073,4.61866666666667,4.51233333333333,5.13758333333333,3.7141,6.73425,7.75,4.4295,4.41875,4.0067,4.06122222222222,6.02275,4.692
"GSM363309",3.72565,3.9949,4.71325,4.64175,4.97725,5.11383333333333,5.341875,3.57716666666667,4.466,3.68966666666667,3.25366666666667,3.973,4.39216666666667,4.01,4.63466666666667,5.11725,3.5691,5.9135,6.56,3.94627083333333,4.08875,3.71573333333333,3.56911111111111,4.979,4.67325
"GSM363310",3.6951,3.8002,4.05975,4.493125,4.4195,4.58383333333333,4.37125,3.61683333333333,4.198625,3.60933333333333,3.35345833333333,4.08816666666667,4.17616666666667,3.88,4.786,4.92755555555556,3.6548,6.31366666666667,6.799,3.84925,4.251875,4.10473333333333,3.70144444444444,5.815125,4.36733333333333
"GSM363311",3.77015,3.8413,3.75325,4.2715,4.16375,4.49366666666667,4.27725,3.78216666666667,4.091625,3.50966666666667,3.32358333333333,3.994,4.10475,3.87,4.643,6.12388888888889,3.5024,7.39391666666667,7.539,3.79902083333333,4.09175,3.86801666666667,3.84777777777778,5.751,4.13291666666667
"GSM363312",3.7941,3.9669,3.8455,4.22425,4.11975,4.33533333333333,4.10875,4.039,4.314375,3.69033333333333,3.407,4.54683333333333,3.98375,3.94566666666667,4.1835,5.32147222222222,3.6396,6.87416666666667,7.1185,3.7123125,4.0245,3.97675,4.25211111111111,5.771,3.97941666666667
"GSM363313",3.8748,3.9604,4.0525,4.42675,4.23975,4.44766666666667,4.21575,3.7255,4.37775,3.559,3.36770833333333,4.4355,4.07116666666667,4.23933333333333,4.3105,4.50913888888889,3.6741,6.27866666666667,6.644,3.91452083333333,4.096125,4.07626666666667,3.77133333333333,6.051,4.27058333333333
"GSM363314",3.94005,4.2365,5.36125,5.72475,6.10225,6.57633333333333,6.778,3.68216666666667,4.351625,3.84433333333333,3.44875,4.05083333333333,4.55866666666667,4.13566666666667,4.83366666666667,6.22575,3.6684,7.51925,7.118,4.66441666666667,5.080875,4.08066666666667,3.78744444444444,5.963,5.406
"GSM363315",3.8804,3.8541,3.96975,4.63375,4.5595,4.66733333333333,4.40775,3.64766666666667,4.617875,3.702,3.3765,4.36066666666667,4.05691666666667,4.28466666666667,4.82483333333333,4.88077777777778,3.5152,6.36758333333333,7.642,4.10897916666667,3.940125,4.29538333333333,3.66644444444444,5.570875,4.94008333333333
"GSM363316",3.6105,3.822,4.0195,4.423,4.506,4.53116666666667,4.469875,3.548,4.201625,3.59233333333333,3.26516666666667,4.158,3.81433333333333,3.72033333333333,4.44066666666667,4.31861111111111,3.4553,6.14008333333333,7.305,4.07489583333333,3.85325,3.68431666666667,3.77566666666667,5.58325,4.74541666666667
"GSM363317",3.8975,3.9366,4.1305,4.563,4.452,4.73983333333333,4.497375,3.69533333333333,4.292125,3.697,3.27283333333333,4.00116666666667,4.25633333333333,3.91266666666667,5.06733333333333,5.62505555555556,3.575,6.73741666666667,6.786,3.9023125,4.505875,5.11035,3.83266666666667,5.34925,4.69575
"GSM363318",4.0171,4.0625,4.34975,4.808125,4.66675,5.39666666666667,5.249375,3.6675,4.3805,3.91966666666667,3.50433333333333,4.22266666666667,4.017,4.45066666666667,4.2175,5.44313888888889,3.6464,6.96341666666667,7.751,4.29895833333333,4.155125,4.45185,3.857,5.599375,4.33016666666667
"GSM363319",4.01815,3.9738,4.08725,5.212375,5.06675,5.38883333333333,5.0775,3.54283333333333,4.370375,3.82666666666667,3.512375,4.15766666666667,4.17233333333333,4.37866666666667,4.68983333333333,5.38055555555556,4.0533,6.93016666666667,7.7715,4.254125,4.033,4.52071666666667,4.15,5.8195,4.5865
"GSM363320",4.13305,4.1054,4.48875,5.29075,5.22625,5.91966666666667,5.66925,3.75883333333333,4.459,3.995,3.57495833333333,4.25033333333333,4.57025,4.45366666666667,4.51333333333333,5.60175,3.9679,6.9935,7.925,4.30597916666667,4.448,3.94023333333333,4.17144444444444,6.047125,4.61708333333333
"GSM363321",4.0769,4.2501,4.1475,5.049625,4.7415,5.39416666666667,4.94675,3.865,4.35525,3.67666666666667,3.59391666666667,4.62033333333333,4.16716666666667,4.187,4.0715,5.86247222222222,4.0359,7.32316666666667,8.2485,4.29925,4.341625,3.95905,4.20188888888889,5.898375,4.55166666666667
"GSM363322",3.98225,3.9725,4.2655,4.87575,4.73375,5.47966666666667,5.0975,3.6925,4.3445,3.649,3.51895833333333,4.09616666666667,4.04183333333333,4.122,4.1465,5.72636111111111,3.714,7.23783333333333,7.6445,4.08741666666667,4.189,3.95671666666667,3.95955555555556,5.96375,4.47966666666667
"GSM363323",3.98255,4.1967,4.456,5.012125,5.13025,5.6555,5.57075,3.8815,4.387875,3.63633333333333,3.57045833333333,4.15733333333333,4.0865,4.43133333333333,4.363,5.42261111111111,3.6895,6.90733333333333,7.6095,4.35614583333333,4.427375,4.0631,4.20977777777778,5.884625,4.86408333333333
"GSM363324",3.8964,4.1255,4.48475,4.8875,4.79325,5.442,5.00875,3.85716666666667,4.569,3.833,3.64425,4.2425,4.22583333333333,4.25133333333333,4.26216666666667,4.84005555555556,3.877,6.58391666666667,7.6645,4.19770833333333,4.3175,4.0065,4.00988888888889,6.018875,4.7705
"GSM363325",4.06075,4.2577,4.47375,4.76225,4.69075,5.80833333333333,5.5605,4.01066666666667,4.42575,3.64366666666667,3.58495833333333,4.1075,4.36825,4.45033333333333,4.5595,5.92927777777778,3.7824,7.37433333333333,8.06,4.372625,4.274875,4.04475,3.93111111111111,5.970625,4.7375
