"Dataset","Sample_N","Events","RiskScore_SD","HR","CI95_L","CI95_U","P_value","HR_per_1SD","CI95_L_per_1SD","CI95_U_per_1SD"
"TCGA-LIHC",367,128,0.897940038769372,1.31047313016855,1.11410491222747,1.54145252035575,0.00109628726839809,1.27480398148049,1.101886378251,1.47485732038728
